	G.1	G.2	G.3	G.4	G.5	GR.01
ASV2458	0	0	0	0	0	0
ASV2467	8	4	4	2	1	2
ASV2475	0	6	5	4	26	1
ASV2484	0	0	0	0	0	0
ASV2494	0	0	5	0	0	0
ASV2504	1	1	1	0	0	3
ASV2526	0	0	1	0	41	0
ASV2529	2	2	3	8	8	5
ASV2548	1	0	0	0	0	1
ASV2553	0	0	0	0	0	0
ASV2624	2	0	3	0	3	0
ASV2642	0	1	4	2	5	1
ASV2657	2	12	4	1	2	5
ASV2659	1	0	9	1	32	0
ASV2664	14	3	7	3	0	9
ASV2673	1	0	2	0	1	0
ASV2674	7	1	5	2	0	0
ASV2687	0	0	1	0	0	0
ASV2689	0	0	0	0	0	39
ASV2733	5	9	6	7	4	3
ASV2750	11	1	1	1	0	9
ASV2816	0	0	0	0	0	0
ASV2839	1	0	4	1	0	0
ASV2858	0	0	0	2	0	0
ASV2926	5	0	1	1	0	5
ASV2931	3	6	3	2	2	10
ASV3005	0	0	2	0	0	0
ASV3032	1	0	1	0	0	1
ASV3056	0	0	0	0	1	0
ASV3075	1	0	0	0	0	0
ASV3092	1	4	1	4	24	0
ASV3102	0	0	5	0	0	0
ASV3136	1	0	0	0	0	1
ASV3199	3	12	1	2	5	5
ASV3201	0	0	0	0	0	0
ASV3233	0	0	0	0	0	0
ASV3245	5	11	5	5	10	2
ASV3253	0	0	0	0	0	0
ASV3302	0	0	2	1	0	0
ASV3374	0	0	0	0	0	0
ASV3388	1	0	0	0	0	0
ASV3458	1	20	2	3	0	2
ASV3526	4	0	2	0	0	0
ASV3629	2	3	5	4	4	5
ASV3741	0	0	0	0	2	0
ASV3745	0	0	1	0	0	1
ASV3821	2	4	3	1	6	0
ASV3858	0	0	1	0	1	0
ASV3928	1	2	2	0	0	1
ASV4128	4	8	7	3	0	0
ASV4217	5	0	8	6	0	3
ASV4263	2	6	5	8	7	0
ASV4399	0	0	0	1	0	0
ASV4446	1	0	6	1	1	1
ASV4472	0	7	1	5	4	0
ASV4533	0	0	0	0	0	0
ASV4552	3	0	3	1	0	0
ASV4565	10	7	7	6	0	1
ASV4618	0	0	2	2	0	0
ASV4628	2	4	1	2	10	4
ASV4777	2	1	4	8	12	0
ASV4922	0	0	3	1	0	0
ASV4996	8	8	4	1	2	3
ASV5006	4	1	3	2	4	0
ASV5484	1	0	0	2	0	0
ASV5768	0	0	0	0	0	0
ASV2121	0	0	1	0	0	0
ASV2163	0	0	4	1	10	0
ASV2192	13	0	13	2	0	1
ASV2272	0	0	0	0	0	0
ASV2412	0	0	0	1	0	0
ASV2434	0	0	0	0	0	0
ASV2478	0	1	0	0	3	0
ASV2566	8	8	5	2	1	9
ASV2592	6	2	2	5	2	5
ASV2609	1	1	0	1	0	0
ASV2619	0	16	4	10	3	1
ASV2636	2	1	0	2	0	1
ASV2638	0	0	0	0	0	0
ASV2682	0	0	0	0	0	0
ASV2731	4	4	11	3	9	0
ASV2764	0	13	0	4	24	0
ASV2768	1	6	10	4	6	1
ASV2794	23	9	5	2	1	2
ASV2800	1	0	0	0	0	0
ASV2820	0	0	0	0	0	0
ASV2868	0	0	0	2	11	0
ASV2914	0	0	0	0	0	0
ASV2932	0	1	0	1	0	0
ASV2954	4	0	1	1	2	18
ASV2955	4	21	2	1	0	3
ASV2967	0	0	0	0	0	0
ASV3007	0	1	1	0	0	0
ASV3017	0	0	0	0	0	0
ASV3024	2	2	1	1	0	1
ASV3029	0	0	0	0	1	0
ASV3052	0	0	0	0	0	0
ASV3203	1	1	1	1	1	0
ASV3283	0	0	1	0	0	0
ASV3299	0	0	0	0	0	0
ASV3311	2	5	4	1	3	3
ASV3318	1	0	3	0	0	0
ASV3340	0	0	0	0	0	0
ASV3364	0	0	0	0	0	0
ASV3712	0	0	1	0	0	0
ASV3893	3	0	6	2	0	7
ASV3986	0	0	0	0	0	0
ASV4001	1	0	4	3	0	2
ASV4048	6	9	7	2	5	1
ASV4075	0	5	5	1	6	0
ASV4116	1	0	0	0	0	0
ASV4632	2	0	0	1	0	1
ASV4739	0	1	9	1	1	1
ASV4784	1	13	1	3	4	0
ASV4823	5	0	1	2	0	2
ASV5514	0	0	0	1	0	0
ASV5817	1	2	0	1	1	0
ASV2109	2	1	1	0	1	0
ASV2171	0	0	0	0	0	0
ASV2350	0	0	0	0	1	0
ASV2473	14	9	4	2	0	2
ASV2501	0	0	0	0	0	0
ASV2517	0	32	2	0	2	0
ASV2544	1	0	2	3	1	0
ASV2575	1	9	0	0	0	6
ASV2580	16	10	9	3	0	1
ASV2581	0	0	0	0	0	1
ASV2587	4	2	2	2	0	4
ASV2600	0	0	0	0	0	0
ASV2640	1	0	0	1	0	3
ASV2649	3	5	5	3	3	16
ASV2872	0	0	0	1	0	0
ASV2896	0	0	0	0	0	1
ASV2909	2	0	4	2	0	0
ASV2950	9	12	4	10	2	2
ASV2982	3	0	6	1	0	1
ASV3021	4	0	18	5	0	9
ASV3037	2	9	2	1	7	1
ASV3043	1	0	11	24	0	0
ASV3101	0	0	0	0	0	0
ASV3142	2	1	2	1	4	0
ASV3220	0	5	7	5	3	1
ASV3263	0	0	0	0	0	0
ASV3317	0	0	0	0	0	0
ASV3395	0	0	0	0	0	0
ASV3469	0	2	0	1	1	1
ASV3499	2	6	4	7	1	3
ASV3525	0	7	3	3	11	0
ASV3564	2	1	2	0	3	6
ASV3652	1	0	0	2	0	1
ASV3654	1	4	2	1	3	3
ASV3711	0	0	0	0	0	0
ASV3731	0	0	0	0	0	0
ASV3790	0	1	0	0	1	2
ASV3860	0	0	1	2	0	1
ASV3864	16	1	0	2	0	1
ASV3915	5	10	6	3	3	1
ASV3926	0	0	0	0	0	0
ASV4015	6	5	9	1	0	1
ASV4051	2	1	0	0	0	1
ASV4238	0	0	0	0	0	0
ASV4259	1	0	0	3	0	0
ASV4314	0	0	6	5	0	0
ASV4319	2	0	1	0	0	0
ASV4352	0	0	0	0	0	0
ASV4422	0	0	0	0	0	1
ASV4427	0	0	0	0	0	1
ASV4543	1	0	5	3	1	0
ASV5087	0	0	0	0	0	0
ASV5253	0	0	3	1	0	0
ASV5649	0	0	0	0	0	2
ASV5854	5	14	2	2	9	0
ASV5872	4	2	1	10	1	4
ASV2233	13	2	7	5	0	1
ASV2315	0	1	4	0	16	0
ASV2382	0	0	0	0	0	0
ASV2418	0	0	0	0	0	0
ASV2420	7	7	5	5	6	6
ASV2512	13	0	4	1	0	6
ASV2516	0	0	0	0	1	0
ASV2588	0	25	9	1	2	1
ASV2691	6	0	10	8	0	1
ASV2724	4	6	5	6	1	1
ASV2725	0	4	1	1	17	0
ASV2732	5	0	7	3	0	0
ASV2783	0	0	0	0	0	0
ASV2803	0	1	2	3	18	0
ASV2805	0	7	6	5	18	0
ASV2808	0	0	0	0	0	0
ASV2838	0	0	0	0	0	0
ASV2865	0	0	0	0	0	0
ASV2873	0	0	0	1	1	0
ASV2883	0	0	0	0	0	0
ASV2898	1	5	2	2	0	0
ASV2929	0	0	0	0	4	0
ASV2938	0	0	1	0	0	0
ASV2953	2	1	3	1	0	0
ASV2970	0	0	0	1	1	0
ASV2973	1	0	0	0	0	0
ASV3012	0	0	1	0	0	0
ASV3076	2	1	3	1	0	4
ASV3078	1	1	4	1	0	2
ASV3096	0	0	0	0	0	0
ASV3152	1	0	0	1	0	0
ASV3174	0	0	0	0	0	0
ASV3175	0	0	0	1	2	0
ASV3200	0	0	0	0	0	1
ASV3212	0	0	1	3	0	1
ASV3271	0	0	0	0	0	0
ASV3349	6	2	5	4	0	7
ASV3435	3	3	5	1	3	8
ASV3479	1	0	2	1	0	0
ASV3676	0	1	0	0	0	0
ASV3729	0	0	3	1	0	0
ASV3795	0	0	0	0	0	0
ASV3896	10	5	8	6	0	5
ASV4166	5	2	0	0	4	0
ASV4197	0	0	0	0	0	0
ASV4239	2	5	0	0	3	0
ASV4253	0	0	0	0	0	12
ASV4317	4	6	3	4	2	0
ASV4643	0	0	0	0	0	0
ASV4899	0	4	0	0	2	4
ASV5074	1	2	3	3	4	0
ASV5105	0	0	0	0	1	2
ASV5142	1	0	4	2	0	0
ASV5883	0	0	3	0	0	0
ASV2323	0	0	0	0	0	0
ASV2362	1	0	0	1	0	1
ASV2519	0	0	0	0	0	0
ASV2534	1	0	1	0	0	0
ASV2538	0	0	0	0	0	0
ASV2602	0	0	1	0	0	0
ASV2605	0	0	0	1	7	0
ASV2645	0	0	0	0	0	0
ASV2666	0	3	7	0	2	0
ASV2685	0	1	5	1	7	0
ASV2703	0	2	0	0	0	0
ASV2749	0	0	0	0	0	0
ASV2778	0	14	0	2	0	0
ASV2811	0	3	4	1	0	4
ASV2853	3	3	4	5	3	1
ASV2855	1	13	2	3	0	1
ASV2857	1	0	0	1	0	1
ASV2884	3	2	0	0	1	12
ASV2890	7	2	2	1	0	1
ASV2904	1	0	6	6	7	0
ASV2910	1	0	1	1	0	0
ASV2930	0	0	0	0	0	0
ASV2942	2	23	2	3	0	1
ASV2943	0	2	0	1	0	1
ASV2945	10	6	7	1	2	2
ASV2992	3	13	1	3	5	0
ASV3028	1	4	4	2	3	3
ASV3042	6	3	11	7	0	2
ASV3047	0	0	0	0	0	0
ASV3143	2	0	1	2	0	0
ASV3153	6	0	3	1	0	1
ASV3202	0	2	2	0	0	5
ASV3329	0	0	0	0	0	0
ASV3353	0	0	0	1	19	0
ASV3400	0	0	0	0	0	0
ASV3443	4	3	4	1	2	0
ASV3594	0	1	1	1	1	1
ASV3737	0	0	1	6	2	1
ASV3792	8	3	3	4	3	2
ASV3807	5	7	4	4	2	1
ASV3813	0	1	1	2	0	0
ASV3880	3	6	1	1	9	14
ASV3948	3	0	3	2	0	5
ASV3973	2	0	11	4	0	3
ASV3989	1	5	2	2	0	2
ASV4041	1	0	4	0	1	0
ASV4059	3	3	2	2	1	1
ASV4096	0	0	0	0	0	0
ASV4113	2	4	3	4	0	1
ASV4269	1	2	7	0	5	0
ASV4328	0	0	2	0	1	1
ASV4387	0	0	0	1	0	0
ASV4517	0	0	2	0	1	0
ASV4602	8	4	2	2	0	0
ASV4686	0	0	1	3	7	0
ASV4736	0	0	0	0	0	0
ASV4835	0	6	8	2	1	0
ASV5002	5	3	0	3	0	1
ASV5218	0	0	0	1	0	0
ASV5273	8	0	6	6	0	8
ASV5278	2	5	2	2	2	1
ASV5670	0	0	0	0	0	0
ASV5934	7	2	7	4	1	0
ASV2229	0	0	0	0	0	0
ASV2503	0	23	3	1	9	0
ASV2518	5	1	0	4	0	3
ASV2557	0	3	2	3	0	1
ASV2608	0	0	3	2	23	0
ASV2671	0	0	0	0	0	0
ASV2701	0	0	0	0	0	0
ASV2728	3	0	5	1	0	1
ASV2923	0	0	1	0	0	0
ASV2949	2	0	0	1	1	1
ASV2962	2	0	2	0	0	1
ASV3006	2	0	1	1	0	0
ASV3085	0	0	0	0	0	0
ASV3106	0	1	0	0	0	1
ASV3137	0	0	2	1	1	0
ASV3186	0	0	0	0	0	0
ASV3194	0	0	0	0	0	0
ASV3214	1	18	2	4	9	0
ASV3227	0	1	1	0	3	0
ASV3237	0	0	0	1	0	0
ASV3260	0	15	7	2	4	0
ASV3266	2	7	3	3	4	0
ASV3359	2	6	4	1	1	1
ASV3407	0	0	2	2	0	1
ASV3477	1	7	2	3	0	1
ASV3480	3	0	1	2	0	0
ASV3496	0	0	1	1	1	0
ASV3568	3	5	2	4	4	5
ASV3621	0	0	0	5	0	3
ASV3633	0	0	0	0	0	0
ASV3634	0	0	0	0	0	0
ASV3640	1	3	7	3	18	0
ASV3735	6	0	4	4	2	0
ASV3763	0	1	0	0	0	0
ASV3805	0	0	0	0	0	0
ASV3868	1	0	2	0	0	0
ASV3871	1	0	0	1	0	1
ASV3885	1	3	5	3	0	0
ASV3902	4	5	3	1	1	10
ASV3953	4	5	12	1	2	0
ASV3969	0	0	0	0	1	0
ASV4035	0	0	1	1	8	0
ASV4126	0	0	0	1	2	1
ASV4202	1	2	1	1	0	7
ASV4213	0	0	1	2	0	0
ASV4220	0	1	0	0	0	0
ASV4305	10	0	0	3	0	0
ASV4600	0	0	1	0	0	0
ASV4640	0	0	0	0	0	0
ASV4671	0	0	0	0	0	0
ASV4681	0	0	0	1	0	0
ASV4734	0	0	0	1	13	0
ASV4789	0	0	1	0	0	1
ASV4885	4	1	8	4	1	1
ASV4967	0	0	3	0	0	0
ASV4976	3	1	0	1	0	3
ASV5015	1	2	0	4	0	3
ASV5199	0	2	0	1	5	0
ASV5242	0	0	0	0	0	7
ASV5340	3	1	0	3	0	4
ASV5618	0	1	2	3	0	5
ASV5767	0	0	0	0	0	1
ASV5796	0	0	0	0	0	0
ASV2287	0	0	0	0	33	0
ASV2322	0	0	5	4	14	0
ASV2457	1	0	2	2	0	0
ASV2506	0	1	0	0	0	0
ASV2598	0	0	0	0	0	1
ASV2601	0	0	0	1	0	0
ASV2613	0	0	0	0	0	0
ASV2684	1	0	9	2	0	0
ASV2752	3	2	2	0	7	13
ASV2753	0	0	0	0	0	0
ASV2760	0	2	5	2	15	0
ASV2799	2	0	0	0	0	0
ASV2829	0	1	1	1	0	0
ASV2846	0	10	5	2	14	3
ASV2874	0	0	0	0	0	0
ASV2875	8	4	15	3	0	1
ASV2902	0	0	0	1	2	0
ASV2903	8	1	7	2	0	3
ASV2959	0	0	0	0	0	0
ASV2972	0	1	0	1	0	1
ASV2988	7	0	3	3	0	3
ASV3009	7	4	12	3	2	1
ASV3027	3	0	1	5	0	2
ASV3031	0	3	2	1	10	0
ASV3080	6	8	5	2	8	2
ASV3094	0	0	0	0	0	0
ASV3108	2	9	3	1	4	4
ASV3306	6	0	5	5	6	11
ASV3321	0	0	0	0	7	0
ASV3336	0	0	5	1	0	1
ASV3354	0	0	0	0	0	0
ASV3372	0	0	0	0	3	1
ASV3385	1	0	0	1	0	0
ASV3432	0	0	0	0	0	1
ASV3453	1	1	6	0	5	1
ASV3457	0	0	5	2	0	0
ASV3464	1	15	3	2	9	3
ASV3465	1	4	1	1	27	2
ASV3524	1	4	7	6	2	3
ASV3607	0	0	0	0	0	0
ASV3786	1	0	0	0	0	4
ASV3830	2	0	4	2	2	0
ASV3855	0	9	5	4	4	1
ASV4020	1	0	3	2	0	0
ASV4026	0	0	0	0	0	0
ASV4047	0	0	0	0	0	0
ASV4052	2	2	8	6	0	0
ASV4086	1	8	4	1	5	2
ASV4087	0	0	2	0	0	0
ASV4092	0	0	0	0	0	0
ASV4135	3	0	2	1	0	0
ASV4185	1	1	3	1	0	11
ASV4218	2	8	3	1	4	4
ASV4224	0	0	1	0	0	0
ASV4228	0	0	0	0	0	0
ASV4362	0	8	5	2	3	0
ASV4444	0	0	0	0	0	0
ASV4551	4	2	1	2	2	0
ASV4559	1	1	1	1	0	7
ASV4587	0	0	1	0	0	0
ASV4625	1	18	3	0	0	0
ASV4716	1	0	2	2	5	0
ASV4792	0	0	0	0	0	0
ASV4851	0	0	0	0	0	0
ASV5056	7	3	5	3	4	2
ASV5076	0	1	7	3	5	0
ASV5159	6	3	5	0	2	1
ASV5287	4	5	2	2	1	1
ASV5436	1	0	1	2	0	0
ASV5444	0	0	2	3	5	0
ASV5605	0	1	0	1	12	0
ASV5808	0	0	0	0	0	0
ASV5926	5	6	1	7	3	0
ASV2386	1	0	1	2	0	0
ASV2444	1	9	12	4	5	0
ASV2577	0	0	0	1	32	1
ASV2616	1	14	2	0	2	2
ASV2641	0	0	2	0	0	0
ASV2669	1	4	11	2	1	1
ASV2717	1	0	4	3	0	0
ASV2747	3	0	4	2	0	0
ASV2754	7	3	2	3	2	1
ASV2770	0	2	10	2	2	4
ASV2787	0	0	1	0	0	0
ASV2796	0	18	11	6	0	0
ASV2806	0	3	0	1	5	8
ASV2814	0	0	4	0	0	0
ASV2823	2	1	6	3	0	2
ASV2907	2	1	3	2	5	1
ASV2911	1	0	0	0	0	0
ASV2912	0	0	0	0	0	0
ASV2993	5	3	7	1	0	10
ASV3004	0	0	5	1	0	0
ASV3068	0	0	0	0	0	0
ASV3074	1	9	11	3	7	0
ASV3113	0	0	0	11	2	0
ASV3125	0	0	0	0	34	0
ASV3147	0	0	0	0	0	0
ASV3159	0	0	0	0	0	2
ASV3160	1	0	1	3	0	1
ASV3211	2	0	3	3	3	0
ASV3213	4	2	6	7	0	4
ASV3235	0	0	0	0	0	0
ASV3259	1	0	0	4	0	0
ASV3280	6	2	7	2	1	0
ASV3303	0	0	0	0	0	0
ASV3332	0	0	0	0	0	0
ASV3357	14	0	8	1	0	1
ASV3396	1	1	2	1	3	0
ASV3419	0	0	0	0	0	0
ASV3487	0	0	1	0	0	0
ASV3493	0	0	0	0	0	0
ASV3536	0	1	2	2	8	0
ASV3561	0	0	0	3	0	3
ASV3612	1	5	4	2	2	1
ASV3750	0	1	1	2	0	0
ASV3798	0	1	1	3	3	6
ASV3828	2	0	1	5	0	4
ASV3894	0	3	1	1	0	10
ASV3898	0	4	4	5	13	0
ASV3918	0	0	2	1	4	0
ASV3960	0	0	0	0	0	0
ASV3985	1	6	1	1	8	1
ASV4102	2	4	3	1	0	0
ASV4179	13	2	1	6	1	4
ASV4294	0	1	1	0	1	0
ASV4348	0	4	2	0	0	0
ASV4420	4	6	4	1	0	2
ASV4430	0	0	0	0	0	0
ASV4487	0	0	4	3	1	2
ASV4696	1	1	2	2	3	0
ASV4787	1	1	0	1	1	0
ASV4804	12	3	11	4	6	0
ASV4805	3	0	1	0	0	0
ASV4830	0	1	2	3	0	0
ASV4938	2	0	0	0	1	1
ASV4986	2	4	6	2	0	3
ASV5079	0	0	0	0	0	0
ASV5103	4	1	2	0	0	0
ASV5129	1	1	1	0	0	0
ASV5145	1	0	1	0	0	0
ASV5369	1	2	2	2	6	0
ASV5397	0	0	0	0	2	1
ASV5426	3	7	2	2	0	5
ASV5567	7	5	3	3	1	0
ASV5571	4	0	4	1	1	0
ASV2679	0	0	0	0	0	0
ASV2683	0	4	3	8	14	0
ASV2700	0	0	0	0	1	0
ASV2720	0	0	0	0	0	0
ASV2727	1	0	1	3	0	0
ASV2740	0	0	0	0	0	2
ASV2775	6	4	5	4	0	0
ASV2790	0	0	0	0	0	5
ASV2828	0	0	0	0	0	0
ASV2832	0	0	1	6	5	0
ASV2888	0	0	2	2	0	0
ASV2957	0	0	1	2	0	0
ASV2976	1	5	1	0	2	4
ASV2989	1	0	2	1	0	0
ASV3026	0	0	1	0	0	0
ASV3034	3	0	3	4	0	0
ASV3044	0	0	0	0	0	0
ASV3063	2	0	0	1	1	0
ASV3098	0	0	0	0	0	0
ASV3133	1	0	0	0	0	0
ASV3208	0	0	0	1	0	0
ASV3261	0	1	7	13	5	2
ASV3296	1	0	1	1	0	0
ASV3320	0	0	0	0	0	0
ASV3346	0	0	1	0	0	0
ASV3356	0	0	1	3	0	0
ASV3361	0	0	0	0	0	0
ASV3393	0	0	0	0	0	0
ASV3437	0	0	0	0	0	0
ASV3466	8	3	4	2	0	2
ASV3468	0	3	10	1	0	19
ASV3470	0	0	2	2	4	0
ASV3478	0	0	0	0	0	0
ASV3498	0	0	0	0	0	0
ASV3509	0	0	0	0	0	0
ASV3556	0	0	0	0	0	0
ASV3598	0	0	0	0	0	0
ASV3681	2	0	6	1	0	0
ASV3685	0	0	0	0	0	0
ASV3709	0	0	0	0	0	0
ASV3715	0	0	1	1	16	0
ASV3762	12	4	4	3	0	3
ASV3799	6	0	3	2	0	0
ASV3887	0	0	0	0	1	0
ASV4018	0	0	3	1	0	1
ASV4042	0	0	0	0	0	0
ASV4061	3	7	4	4	0	1
ASV4165	0	0	0	1	0	0
ASV4203	0	0	0	0	0	0
ASV4245	4	3	5	0	2	1
ASV4344	0	0	3	1	0	0
ASV4346	4	0	6	4	9	1
ASV4359	2	0	1	3	2	0
ASV4364	0	1	0	0	0	0
ASV4455	0	0	1	1	0	1
ASV4457	0	0	0	0	0	0
ASV4463	0	0	0	1	1	0
ASV4605	0	0	0	0	0	0
ASV4708	3	0	6	1	4	0
ASV4710	3	0	1	1	0	0
ASV5155	0	0	0	2	0	1
ASV5238	0	0	0	3	0	1
ASV5389	6	0	8	3	0	4
ASV5528	1	0	0	2	1	1
ASV5617	3	0	1	2	3	2
ASV5712	0	0	0	0	0	0
ASV2330	0	0	0	0	2	0
ASV2426	3	3	0	0	0	1
ASV2465	0	0	1	4	0	0
ASV2549	0	3	2	3	11	0
ASV2631	0	0	0	0	2	0
ASV2667	2	1	1	1	0	0
ASV2677	6	0	7	2	0	0
ASV2692	2	8	4	4	8	1
ASV2726	3	0	3	3	0	0
ASV2849	7	3	2	2	2	0
ASV2891	0	0	0	3	0	0
ASV2987	0	0	0	1	0	0
ASV3011	2	0	1	2	0	0
ASV3057	0	0	0	0	0	0
ASV3073	0	0	6	4	19	0
ASV3104	0	0	0	1	0	0
ASV3115	1	0	0	0	0	0
ASV3132	3	8	11	3	1	8
ASV3162	0	0	0	1	0	0
ASV3166	0	0	1	1	0	0
ASV3185	0	0	3	0	0	0
ASV3249	0	0	0	0	0	0
ASV3257	1	2	0	1	3	2
ASV3267	0	0	0	1	0	0
ASV3268	0	0	3	4	0	1
ASV3335	0	0	0	1	0	0
ASV3337	1	0	3	0	0	1
ASV3391	0	0	0	1	0	0
ASV3494	10	1	0	1	0	22
ASV3502	3	0	1	0	4	1
ASV3519	6	7	3	2	1	0
ASV3527	3	5	3	1	0	5
ASV3549	0	0	0	0	0	0
ASV3620	1	11	3	4	2	11
ASV3675	0	0	0	0	0	0
ASV3691	0	0	1	12	19	0
ASV3692	1	0	4	6	0	2
ASV3695	0	0	0	0	0	0
ASV3803	2	1	4	5	0	1
ASV3829	0	0	1	0	0	0
ASV3867	2	2	1	1	3	6
ASV3872	6	3	0	2	0	1
ASV3875	6	0	0	0	0	26
ASV3920	0	0	0	0	0	2
ASV3924	5	5	3	0	1	1
ASV4034	1	0	4	2	0	0
ASV4038	0	0	1	1	0	0
ASV4044	0	3	4	4	13	0
ASV4076	2	0	0	1	0	1
ASV4103	2	0	2	4	1	1
ASV4163	5	0	3	4	0	0
ASV4260	0	19	0	0	0	0
ASV4292	1	1	3	0	1	0
ASV4394	0	0	0	0	0	0
ASV4450	1	1	0	1	0	0
ASV4473	0	0	0	0	0	0
ASV4571	3	0	6	1	0	0
ASV4679	0	0	2	0	0	0
ASV4757	1	1	6	2	0	0
ASV4791	4	0	3	4	0	1
ASV4839	0	0	0	0	0	0
ASV4852	0	0	0	0	0	0
ASV4912	0	1	0	0	0	2
ASV4980	0	0	0	1	0	2
ASV5021	1	0	0	0	1	0
ASV5070	1	1	0	1	0	0
ASV5075	2	0	0	0	0	1
ASV5143	0	0	0	0	0	0
ASV5169	1	0	0	3	8	1
ASV5260	0	0	0	0	0	0
ASV5420	2	3	3	1	2	0
ASV5450	4	0	2	2	0	1
ASV5595	0	0	0	0	0	0
ASV5601	0	29	0	2	2	0
ASV5616	0	0	0	3	0	1
ASV5740	1	0	0	0	1	0
ASV5781	1	1	8	2	0	3
ASV2589	0	0	10	1	20	0
ASV2607	1	0	0	4	0	0
ASV2643	2	0	1	0	0	0
ASV2650	0	0	0	0	0	0
ASV2652	0	0	0	0	0	0
ASV2696	0	0	1	2	8	0
ASV2824	0	0	0	1	0	0
ASV2941	0	8	0	5	19	1
ASV2947	1	4	3	3	12	0
ASV2990	5	0	8	0	0	1
ASV3039	0	0	0	2	0	0
ASV3055	8	5	6	5	0	5
ASV3077	5	0	14	10	0	1
ASV3111	0	0	0	0	0	0
ASV3130	0	0	1	0	29	0
ASV3138	0	0	0	0	0	2
ASV3150	0	0	0	0	0	0
ASV3171	0	2	5	0	26	0
ASV3188	0	0	0	0	0	0
ASV3205	8	3	2	7	0	0
ASV3241	0	0	0	0	0	0
ASV3242	6	6	2	3	3	0
ASV3276	4	0	6	2	1	0
ASV3281	0	0	6	1	0	0
ASV3290	5	1	2	0	0	0
ASV3298	0	1	4	1	22	0
ASV3324	0	0	0	0	1	0
ASV3331	0	0	0	0	0	0
ASV3344	1	0	0	0	0	0
ASV3371	0	0	1	1	6	0
ASV3381	0	0	0	0	0	0
ASV3382	0	9	3	1	0	0
ASV3411	0	0	0	0	0	0
ASV3433	0	0	0	22	0	0
ASV3445	0	4	10	4	4	1
ASV3451	2	4	4	3	8	1
ASV3460	0	0	1	0	5	0
ASV3472	0	0	0	0	0	0
ASV3511	1	0	0	1	0	0
ASV3563	2	1	0	0	0	0
ASV3574	0	15	2	0	15	0
ASV3587	1	2	3	4	1	0
ASV3605	1	1	0	0	19	0
ASV3628	1	2	3	1	0	0
ASV3641	1	5	2	2	2	0
ASV3651	0	0	1	1	0	0
ASV3671	0	0	0	0	0	0
ASV3733	2	1	6	2	3	1
ASV3777	1	2	7	1	0	2
ASV3784	0	0	0	0	0	0
ASV3833	10	6	1	4	0	8
ASV3851	0	0	0	0	0	0
ASV3854	4	2	6	7	0	6
ASV3901	2	8	3	2	3	1
ASV3916	0	4	3	3	0	10
ASV3930	0	0	0	0	0	0
ASV3932	0	0	0	0	0	0
ASV3968	1	1	4	2	2	0
ASV3998	0	1	0	0	0	5
ASV4022	4	1	3	3	1	2
ASV4056	2	1	5	3	0	1
ASV4077	2	3	6	5	1	1
ASV4101	11	0	6	1	0	2
ASV4109	0	0	1	1	0	0
ASV4201	0	3	1	0	0	0
ASV4286	0	0	0	0	0	0
ASV4298	0	0	0	4	0	1
ASV4306	0	0	0	0	0	0
ASV4374	2	6	2	3	16	0
ASV4381	0	0	1	1	0	0
ASV4415	0	0	0	0	0	0
ASV4451	0	0	0	0	0	0
ASV4584	0	0	0	0	0	0
ASV4634	1	0	4	1	1	2
ASV4644	3	2	3	2	0	3
ASV4660	0	0	0	0	0	0
ASV4842	1	0	2	5	0	0
ASV4901	1	11	3	4	1	2
ASV4963	1	12	2	2	12	2
ASV4985	0	0	0	0	23	0
ASV5077	0	0	0	0	0	0
ASV5088	1	7	2	4	7	0
ASV5096	0	0	2	3	15	0
ASV5147	0	0	1	0	0	0
ASV5330	1	0	1	0	0	0
ASV5377	1	0	2	3	0	1
ASV5382	0	0	3	3	1	0
ASV5491	2	0	3	1	3	0
ASV5512	1	2	0	0	0	0
ASV5519	2	0	4	3	0	5
ASV5520	1	0	5	3	0	0
ASV5527	0	1	0	0	0	0
ASV5715	2	0	0	2	0	0
ASV2653	1	1	12	3	11	0
ASV2663	1	3	1	2	1	0
ASV2709	4	6	9	4	4	0
ASV2772	5	0	0	1	1	7
ASV2791	0	8	21	1	0	0
ASV2804	9	2	8	8	0	3
ASV2827	1	3	3	9	3	0
ASV2833	4	1	2	2	0	0
ASV2842	0	0	1	0	25	0
ASV2854	0	0	0	0	0	0
ASV2859	0	2	1	1	0	0
ASV2877	0	0	1	1	14	0
ASV2905	3	0	2	0	0	0
ASV2927	0	0	0	1	6	0
ASV2944	0	0	0	0	0	0
ASV3013	0	0	1	0	0	3
ASV3015	8	3	5	4	0	0
ASV3030	0	0	0	1	22	0
ASV3046	2	1	2	0	1	8
ASV3053	0	0	0	1	0	0
ASV3100	1	3	5	0	10	0
ASV3126	0	0	1	0	0	2
ASV3131	0	0	0	0	0	0
ASV3173	1	1	7	0	1	3
ASV3206	0	0	0	0	0	0
ASV3244	0	0	0	0	0	0
ASV3251	0	2	1	3	0	3
ASV3270	0	0	0	0	0	0
ASV3275	3	9	0	3	0	3
ASV3292	0	0	3	0	0	0
ASV3315	0	3	3	10	9	0
ASV3333	0	0	0	0	2	0
ASV3351	0	0	0	0	0	1
ASV3363	2	0	0	2	0	5
ASV3386	1	1	2	4	0	0
ASV3409	5	0	3	1	0	1
ASV3442	3	0	16	4	0	1
ASV3488	4	0	2	1	0	2
ASV3490	2	0	3	1	0	6
ASV3537	5	1	2	1	5	1
ASV3582	6	0	5	3	0	4
